pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
SI,10/2/15,95.1,-2.73,6.33,"Arrieta, Jake",502213,453562,,called_strike,,,,,6,Nevin Ashley strikes out swinging.,R,R,R,MIL,CHC,S,,,0,0,2015,-1.09,1.1,0.65,2.05,,,,0,3,Bot,,,,,471083,,151002_200130,12.198,-137.615,-8.565,-16.348,30.364,-16.658,3.22,1.49,,,,95,2398,6.6,416037,453562,471083,519203,516770,600303,608365,592178,451594,656941,50,,,,,,,,19,1,Sinker,0,1,0,1,1,0,0,1,Standard,Standard,,0,-0.032
SL,10/2/15,91.9,-3.27,6.25,"Arrieta, Jake",541650,453562,field_out,hit_into_play,,,,,4,"Hernan Perez grounds out, first baseman Anthony Rizzo to pitcher Jake Arrieta.",R,R,R,MIL,CHC,X,3,ground_ball,3,2,2015,0.75,0.32,-0.57,2.72,,,,2,2,Bot,145.85,170.75,,,471083,,151002_194127,5.683,-133.748,-4.15,7.814,25.731,-27.764,3.48,1.65,5,90.5,-28,92.1,1251,6.3,416037,453562,471083,519203,516770,600303,608365,592178,451594,656941,50,0.093,0.085,0,1,0,0,2,13,6,Slider,0,0,0,0,0,0,0,0,Standard,Standard,,-0.011,-0.119
SL,10/2/15,89.7,-2.92,6.19,"Arrieta, Jake",541650,453562,,ball,,,,,14,"Hernan Perez grounds out, first baseman Anthony Rizzo to pitcher Jake Arrieta.",R,R,R,MIL,CHC,B,,,2,2,2015,0.8,-0.16,1.53,1.52,,,,2,2,Bot,,,,,471083,,151002_194108,10.119,-130.211,-5.63,7.11,24.868,-33.09,3.43,1.65,,,,89.4,736,6.1,416037,453562,471083,519203,516770,600303,608365,592178,451594,656941,50,,,,,,,,13,5,Slider,0,0,0,0,0,0,0,0,Standard,Standard,,0,0.038
CU,10/2/15,83,-2.55,6.47,"Arrieta, Jake",541650,453562,,ball,,,,,14,"Hernan Perez grounds out, first baseman Anthony Rizzo to pitcher Jake Arrieta.",R,R,R,MIL,CHC,B,,,1,2,2015,1.13,-1.37,2.27,0.51,,,,2,2,Bot,,,,,471083,,151002_194043,9.575,-120.338,-4.673,8.601,26.422,-44.415,3.43,1.65,,,,81.1,2877,5.5,416037,453562,471083,519203,516770,600303,608365,592178,451594,656941,50,,,,,,,,13,4,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,,0,0.014
SI,10/2/15,96.6,-2.7,6.24,"Arrieta, Jake",541650,453562,,called_strike,,,,,8,"Hernan Perez grounds out, first baseman Anthony Rizzo to pitcher Jake Arrieta.",R,R,R,MIL,CHC,S,,,1,1,2015,-1.1,0.94,0.03,1.94,,,,2,2,Bot,,,,,471083,,151002_194025,10.538,-139.926,-8.575,-16.568,30.962,-18.264,3.47,1.66,,,,96.5,2381,6.5,416037,453562,471083,519203,516770,600303,608365,592178,451594,656941,50,,,,,,,,13,3,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,,0,-0.024
SI,10/2/15,97.1,-2.64,6.23,"Arrieta, Jake",541650,453562,,called_strike,,,,,9,"Hernan Perez grounds out, first baseman Anthony Rizzo to pitcher Jake Arrieta.",R,R,R,MIL,CHC,S,,,1,0,2015,-1.05,1.14,0.5,1.86,,,,2,2,Bot,,,,,471083,,151002_194006,11.672,-140.578,-9.356,-16.412,31.961,-15.35,3.47,1.74,,,,96.8,2342,6.5,416037,453562,471083,519203,516770,600303,608365,592178,451594,656941,50,,,,,,,,13,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,,0,-0.021
CU,10/2/15,82.2,-2.7,6.54,"Arrieta, Jake",541650,453562,,ball,,,,,14,"Hernan Perez grounds out, first baseman Anthony Rizzo to pitcher Jake Arrieta.",R,R,R,MIL,CHC,B,,,0,0,2015,1.35,-1.38,1.46,1.47,,,,2,2,Bot,,,,,471083,,151002_193952,7.404,-119.458,-2.266,10.802,27.793,-44.739,3.39,1.49,,,,80.2,1429,5.6,416037,453562,471083,519203,516770,600303,608365,592178,451594,656941,50,,,,,,,,13,1,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,,0,0.014
CU,10/2/15,82.7,-2.88,6.35,"Arrieta, Jake",516416,453562,strikeout,swinging_strike_blocked,,,,,14,Jean Segura strikes out swinging.,R,R,R,MIL,CHC,S,2,,0,2,2015,0.93,-1.64,0.86,-0.27,,,,1,2,Bot,,,,,471083,,151002_193913,7.3,-120.096,-5.668,7.052,27.799,-46.552,3.37,1.53,,,,81,2777,5.8,416037,453562,471083,519203,516770,600303,608365,592178,451594,656941,50,,,0,1,0,0,,12,3,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,,-0.016,-0.095
SI,10/2/15,95.8,-2.51,6.4,"Arrieta, Jake",516416,453562,,called_strike,,,,,6,Jean Segura strikes out swinging.,R,R,R,MIL,CHC,S,,,0,1,2015,-1.17,1.06,0.41,2.55,,,,1,2,Bot,,,,,471083,,151002_193859,11.181,-138.856,-7.421,-17.433,30.41,-17.198,3.37,1.62,,,,95.8,2333,6.5,416037,453562,471083,519203,516770,600303,608365,592178,451594,656941,50,,,,,,,,12,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,,0,-0.035
SI,10/2/15,95.1,-2.49,6.39,"Arrieta, Jake",516416,453562,,called_strike,,,,,6,Jean Segura strikes out swinging.,R,R,R,MIL,CHC,S,,,0,0,2015,-1.09,1.05,0.33,2.51,,,,1,2,Bot,,,,,471083,,151002_193846,10.611,-137.846,-7.374,-16.007,28.314,-17.584,3.37,1.57,,,,95.4,2295,6.5,416037,453562,471083,519203,516770,600303,608365,592178,451594,656941,50,,,,,,,,12,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,,0,-0.025
SI,10/2/15,95.4,-2.66,6.36,"Arrieta, Jake",570267,453562,field_out,hit_into_play,,,,,5,Domingo Santana lines out to right fielder Kyle Schwarber.,R,R,R,MIL,CHC,X,9,line_drive,0,0,2015,-1.01,1.19,-0.05,2.59,,,,0,2,Bot,188.03,107.23,,,471083,,151002_193811,9.871,-138.391,-7.481,-14.971,29.039,-15.666,3.86,1.73,,,,0,,,416037,453562,471083,519203,516770,600303,608365,592178,451594,656941,50,,,0,,0,0,,11,1,Sinker,0,0,0,0,0,0,0,0,,,,-0.023,-0.224
CU,10/2/15,83.1,-2.97,6.41,"Arrieta, Jake",501981,453562,field_out,hit_into_play,,,,,14,"Khris Davis grounds out, second baseman Starlin Castro to first baseman Anthony Rizzo.",R,R,R,MIL,CHC,X,4,ground_ball,1,2,2015,1.05,-1.44,0.72,1.34,,571697,,2,1,Bot,143.82,160.08,,,471083,,151002_192955,6.942,-120.749,-2.348,8.512,27.047,-45.697,3.48,1.54,21,67.4,-2,82,2773,6,416037,453562,471083,519203,516770,600303,608365,592178,451594,656941,50,0.093,0.085,0,1,0,0,2,7,4,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,,-0.033,-0.213
SI,10/2/15,95.8,-2.82,6.14,"Arrieta, Jake",501981,453562,,called_strike,,,,,9,"Khris Davis grounds out, second baseman Starlin Castro to first baseman Anthony Rizzo.",R,R,R,MIL,CHC,S,,,1,1,2015,-0.84,1,0.69,1.77,,571697,,2,1,Bot,,,,,471083,,151002_192931,12.068,-138.678,-8.74,-13.369,29.946,-17.78,3.55,1.74,,,,96.1,2371,6.8,416037,453562,471083,519203,516770,600303,608365,592178,451594,656941,50,,,,,,,,7,3,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,,0,-0.072
SI,10/2/15,95.6,-2.88,6.24,"Arrieta, Jake",501981,453562,,swinging_strike,,,,,2,"Khris Davis grounds out, second baseman Starlin Castro to first baseman Anthony Rizzo.",R,R,R,MIL,CHC,S,,,1,0,2015,-0.86,1.08,-0.07,3.23,,571697,,2,1,Bot,,,,,471083,,151002_192903,10.125,-138.723,-5.086,-13.202,29.068,-17.548,3.48,1.54,,,,96.1,2328,6.7,416037,453562,471083,519203,516770,600303,608365,592178,451594,656941,50,,,,,,,,7,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,,0,-0.042
SL,10/2/15,87.9,-3.17,6.2,"Arrieta, Jake",501981,453562,,ball,,,,,14,"Khris Davis grounds out, second baseman Starlin Castro to first baseman Anthony Rizzo.",R,R,R,MIL,CHC,B,,,0,0,2015,0.94,-0.48,0.84,1.34,,571697,,2,1,Bot,,,,,471083,,151002_192842,8.432,-127.654,-5.023,8.582,24.765,-36.651,3.55,1.66,,,,87.7,,6.2,416037,453562,471083,519203,516770,600303,608365,592178,451594,656941,50,,,,,,,,7,1,Slider,0,0,0,0,0,0,0,0,Standard,Standard,,0,0.022
CU,10/2/15,83.4,-3.01,6.31,"Arrieta, Jake",452252,453562,strikeout,swinging_strike,,,,,14,Adam Lind strikes out swinging.,R,L,R,MIL,CHC,S,2,,0,2,2015,0.91,-1.56,0.66,0.96,,571697,,1,1,Bot,,,,,471083,,151002_192803,7.222,-121.216,-2.924,7.253,25.819,-46.881,3.52,1.57,,,,82.3,1517,5.9,416037,453562,471083,519203,516770,600303,608365,592178,451594,656941,50,,,0,1,0,0,,6,3,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,,-0.033,-0.233
CU,10/2/15,83.8,-2.99,6.27,"Arrieta, Jake",452252,453562,,swinging_strike_blocked,,,,,14,Adam Lind strikes out swinging.,R,L,R,MIL,CHC,S,,,0,1,2015,1.34,-1.3,1.02,0.57,,571697,,1,1,Bot,,,,,471083,,151002_192730,7.196,-121.763,-4.318,11.262,28.968,-44.047,3.52,1.57,,,,82.3,1461,6,416037,453562,471083,519203,516770,600303,608365,592178,451594,656941,50,,,,,,,,6,2,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,,0,-0.072
SI,10/2/15,95.6,-2.88,6.19,"Arrieta, Jake",452252,453562,,called_strike,,,,,5,Adam Lind strikes out swinging.,R,L,R,MIL,CHC,S,,,0,0,2015,-1.14,1.25,-0.09,2.61,,571697,,1,1,Bot,,,,,471083,,151002_192708,10.716,-138.548,-7.039,-16.967,32.625,-14.925,3.39,1.57,,,,95.3,2360,6.5,416037,453562,471083,519203,516770,600303,608365,592178,451594,656941,50,,,,,,,,6,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,,0,-0.05
SL,10/2/15,90.5,-3.13,6.16,"Arrieta, Jake",502582,453562,strikeout,swinging_strike,,,,,14,Logan Schafer strikes out swinging.  Scooter Gennett steals (1) 2nd base.,R,L,R,MIL,CHC,S,2,,3,2,2015,0.81,-0.13,1.27,1.97,,,571697,0,1,Bot,,,,,471083,,151002_192558,10.017,-131.323,-4.551,7.308,26.547,-32.993,3.23,1.37,,,,90,,6,416037,453562,471083,519203,516770,600303,608365,592178,451594,656941,50,,,0,1,0,0,,5,6,Slider,0,0,0,0,0,0,0,0,Standard,Standard,,-0.017,-0.454
SL,10/2/15,92.1,-3.16,6.18,"Arrieta, Jake",502582,453562,,foul,,,,,5,Logan Schafer strikes out swinging.  Scooter Gennett steals (1) 2nd base.,R,L,R,MIL,CHC,S,,,3,1,2015,0.28,0.71,-0.04,2.62,,,571697,0,1,Bot,,,,,471083,,151002_192513,7.921,-133.927,-5.141,1.941,25.017,-22.918,3.23,1.37,,,,92.2,2545,6.1,416037,453562,471083,519203,516770,600303,608365,592178,451594,656941,50,,,,,,,,5,5,Slider,0,0,0,0,0,0,0,0,Standard,Standard,,0,-0.108
SI,10/2/15,96.5,-2.85,6.06,"Arrieta, Jake",502582,453562,,ball,,,,,8,Logan Schafer strikes out swinging.  Scooter Gennett steals (1) 2nd base.,R,L,R,MIL,CHC,B,,,2,1,2015,-1.39,0.79,-0.2,1.51,,,571697,0,1,Bot,,,,,471083,,151002_192445,11.015,-139.724,-8.857,-20.531,33.702,-20.175,3.23,1.37,,,,95.6,2397,6.3,416037,453562,471083,519203,516770,600303,608365,592178,451594,656941,50,,,,,,,,5,4,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,,0,0.153
SI,10/2/15,96.5,-2.8,6.27,"Arrieta, Jake",502582,453562,,called_strike,,,,,3,Logan Schafer strikes out swinging.  Scooter Gennett steals (1) 2nd base.,R,L,R,MIL,CHC,S,,,2,0,2015,-1.08,1.23,0.45,2.87,,,571697,0,1,Bot,,,,,471083,,151002_192354,12.01,-139.767,-6.6,-16.861,35.041,-15.011,3.23,1.37,,,,95.6,1223,6.4,416037,453562,471083,519203,516770,600303,608365,592178,451594,656941,50,,,,,,,,5,3,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,,0,-0.081
SI,10/2/15,95.7,-2.86,6.29,"Arrieta, Jake",502582,453562,,ball,,,,,12,Logan Schafer strikes out swinging.  Scooter Gennett steals (1) 2nd base.,R,L,R,MIL,CHC,B,,,1,0,2015,-0.94,1.18,0.04,3.98,,,571697,0,1,Bot,,,,,471083,,151002_192323,10.591,-138.945,-3.291,-14.462,33.088,-16.609,3.23,1.37,,,,95.7,2360,6.6,416037,453562,471083,519203,516770,600303,608365,592178,451594,656941,50,,,,,,,,5,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,,0,0.089
SI,10/2/15,95.1,-3.17,6.26,"Arrieta, Jake",502582,453562,,ball,,,,,11,Logan Schafer strikes out swinging.  Scooter Gennett steals (1) 2nd base.,R,L,R,MIL,CHC,B,,,0,0,2015,-1.4,0.78,-1.52,3.17,,,571697,0,1,Bot,,,,,471083,,151002_192235,8.089,-138.182,-4.482,-19.578,31.838,-21.478,3.26,1.4,,,,94.6,2371,6.2,416037,453562,471083,519203,516770,600303,608365,592178,451594,656941,50,,,,,,,,5,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,,0,0.051
SL,10/2/15,90.3,-3.18,6.22,"Arrieta, Jake",571697,453562,single,hit_into_play,,,,,9,Scooter Gennett singles on a ground ball to center fielder Dexter Fowler.,R,L,R,MIL,CHC,X,8,ground_ball,2,2,2015,0.51,-0.04,0.34,1.43,,,,0,1,Bot,134.16,100.11,,,471083,,151002_192147,8.354,-131.17,-6.389,4.277,24.874,-31.651,3.15,1.45,91,87.6,5,90.2,930,6.1,416037,453562,471083,519203,516770,600303,608365,592178,451594,656941,50,0.433,0.4,0.9,1,1,0,4,4,5,Slider,0,0,0,0,0,0,0,0,Standard,Standard,,0.036,0.398
CU,10/2/15,84.4,-2.87,6.38,"Arrieta, Jake",571697,453562,,ball,,,,,14,Scooter Gennett singles on a ground ball to center fielder Dexter Fowler.,R,L,R,MIL,CHC,B,,,1,2,2015,0.69,-1.59,0.4,-0.2,,,,0,1,Bot,,,,,471083,,151002_192122,6.776,-122.583,-6.116,5.25,27.578,-46.77,3.22,1.53,,,,83.7,2852,6.3,416037,453562,471083,519203,516770,600303,608365,592178,451594,656941,50,,,,,,,,4,4,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,,0,0.036
SL,10/2/15,91.6,-3.26,6.31,"Arrieta, Jake",571697,453562,,foul,,,,,5,Scooter Gennett singles on a ground ball to center fielder Dexter Fowler.,R,L,R,MIL,CHC,S,,,1,1,2015,0.7,0.14,0.08,2.38,,,,0,1,Bot,,,,,471083,,151002_192056,7.519,-133.163,-4.721,6.789,26.598,-29.741,3.15,1.45,,,,91.5,1340,6.2,416037,453562,471083,519203,516770,600303,608365,592178,451594,656941,50,,,,,,,,4,3,Slider,0,0,0,0,0,0,0,0,Standard,Standard,,0,-0.05
CH,10/2/15,89.8,-3.01,5.88,"Arrieta, Jake",571697,453562,,ball,,,,,14,Scooter Gennett singles on a ground ball to center fielder Dexter Fowler.,R,L,R,MIL,CHC,B,,,0,1,2015,-0.99,0.88,1.45,-0.56,,,,0,1,Bot,,,,,471083,,151002_192032,14.107,-129.399,-12.503,-14.073,29.324,-19.84,3.22,1.49,,,,89.7,,7,416037,453562,471083,519203,516770,600303,608365,592178,451594,656941,50,,,,,,,,4,2,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,,0,0.023
FF,10/2/15,96.2,-2.87,6.34,"Arrieta, Jake",571697,453562,,foul,,,,,4,Scooter Gennett singles on a ground ball to center fielder Dexter Fowler.,R,L,R,MIL,CHC,S,,,0,0,2015,-0.96,1.31,-0.48,2.12,,,,0,1,Bot,,,,,471083,,151002_192010,9.22,-139.416,-9.232,-14.352,28.335,-13.469,3.15,1.45,,,,96.7,2413,6.6,416037,453562,471083,519203,516770,600303,608365,592178,451594,656941,50,,,,,,,,4,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,,0,-0.032
SL,9/27/15,92.7,-3.03,6.25,"Arrieta, Jake",133380,453562,grounded_into_double_play,hit_into_play,,,,,6,"Aramis Ramirez grounds into a double play, shortstop Addison Russell to second baseman Starlin Castro to first baseman Anthony Rizzo.   Andrew McCutchen out at 2nd.    Aramis Ramirez out at 1st.",R,R,R,CHC,PIT,X,6,ground_ball,1,0,2015,0.44,0.41,0.36,2.5,,570256,457705,1,7,Top,113.84,152.97,,,471083,,150927_210411,8.373,-134.712,-5.08,3.771,25.396,-26.42,3.7,1.7,70,104.1,2,92.3,2313,6,415980,453562,471083,519203,516770,592178,608365,656941,451594,624585,50,0.54,0.488,0,1,0,0,4,49,2,Slider,2,0,0,2,0,2,0,2,Standard,Standard,,0.135,-0.661
SI,9/27/15,95.3,-2.86,6.07,"Arrieta, Jake",133380,453562,,ball,,,,,9,"Aramis Ramirez grounds into a double play, shortstop Addison Russell to second baseman Starlin Castro to first baseman Anthony Rizzo.   Andrew McCutchen out at 2nd.    Aramis Ramirez out at 1st.",R,R,R,CHC,PIT,B,,,0,0,2015,-1.29,1.13,0.64,1.66,,570256,457705,1,7,Top,,,,,471083,,150927_210326,13.027,-137.775,-9.02,-19.235,31.831,-16.121,3.77,1.75,,,,94.3,2163,6.4,415980,453562,471083,519203,516770,592178,608365,656941,451594,624585,50,,,,,,,,49,1,Sinker,2,0,0,2,0,2,0,2,Standard,Standard,,0,0.054
SI,9/27/15,94.6,-2.94,6.27,"Arrieta, Jake",457705,453562,hit_by_pitch,hit_by_pitch,,,,,11,Andrew McCutchen hit by pitch.,R,R,R,CHC,PIT,B,,,0,0,2015,-1.1,1.01,-2,3.77,,570256,,1,7,Top,,,,,471083,,150927_210155,5.306,-137.566,-3.335,-14.941,26.969,-18.935,3.51,1.61,,,,94.4,,6.2,415980,453562,471083,519203,516770,592178,608365,656941,451594,624585,50,,,0.7,1,0,0,,48,1,Sinker,2,0,0,2,0,2,0,2,Standard,Standard,,-0.042,0.241
CH,9/27/15,91.2,-3.07,5.99,"Arrieta, Jake",516782,453562,strikeout,swinging_strike,,,,,14,Starling Marte strikes out swinging.  Gregory Polanco steals (27) 2nd base.,R,R,R,CHC,PIT,S,2,,1,2,2015,-1.51,0.35,0.16,1.21,,,570256,0,7,Top,,,,,471083,,150927_210107,12.291,-132.128,-7.366,-20.099,27.233,-26.817,3.51,1.54,,,,90.5,2263,6.2,415980,453562,471083,519203,516770,592178,608365,656941,451594,624585,50,,,0,1,0,0,,47,4,Changeup,2,0,0,2,0,2,0,2,Standard,Standard,,0.035,-0.257
SL,9/27/15,92.5,-2.91,6.1,"Arrieta, Jake",516782,453562,,ball,,,,,14,Starling Marte strikes out swinging.  Gregory Polanco steals (27) 2nd base.,R,R,R,CHC,PIT,B,,,0,2,2015,0.69,0.17,1.93,1.55,,,570256,0,7,Top,,,,,471083,,150927_210008,11.712,-134.057,-6.604,5.952,26.942,-29.04,3.52,1.64,,,,91.5,2547,6,415980,453562,471083,519203,516770,592178,608365,656941,451594,624585,50,,,,,,,,47,3,Slider,2,0,0,2,0,2,0,2,Standard,Standard,,0,0.022
SI,9/27/15,96.4,-2.84,6.11,"Arrieta, Jake",516782,453562,,foul,,,,,4,Starling Marte strikes out swinging.  Gregory Polanco steals (27) 2nd base.,R,R,R,CHC,PIT,S,,,0,1,2015,-1.29,1.14,-0.57,2.23,,,570256,0,7,Top,,,,,471083,,150927_205934,9.688,-139.776,-7.875,-18.802,29.23,-15.912,3.51,1.54,154,59.7,45,96.1,2371,6.4,415980,453562,471083,519203,516770,592178,608365,656941,451594,624585,50,,,,,,,,47,2,Sinker,2,0,0,2,0,2,0,2,Standard,Standard,,0,-0.067
SI,9/27/15,96.6,-2.7,6.17,"Arrieta, Jake",516782,453562,,called_strike,,,,,9,Starling Marte strikes out swinging.  Gregory Polanco steals (27) 2nd base.,R,R,R,CHC,PIT,S,,,0,0,2015,-1.14,0.82,0.5,1.75,,,570256,0,7,Top,,,,,471083,,150927_205908,12.009,-139.857,-8.651,-17.408,29.501,-19.901,3.64,1.59,,,,96,2412,6.3,415980,453562,471083,519203,516770,592178,608365,656941,451594,624585,50,,,,,,,,47,1,Sinker,2,0,0,2,0,2,0,2,Standard,Standard,,0,-0.049
CH,9/27/15,89.9,-3.33,6.13,"Arrieta, Jake",570256,453562,single,hit_into_play,,,,,11,Gregory Polanco singles on a ground ball to left fielder Kyle Schwarber.,R,L,R,CHC,PIT,X,7,ground_ball,0,1,2015,-1.47,0.41,-1.51,3.03,,,,0,7,Top,89.95,110.28,,,471083,,150927_205817,8.268,-130.663,-2.759,-18.363,25.994,-27.225,3.86,1.8,16,40.7,-8,89.3,2250,6,415980,453562,471083,519203,516770,592178,608365,656941,451594,624585,50,0.253,0.262,0.9,1,1,0,1,46,2,Changeup,2,0,0,2,0,2,0,2,Standard,Standard,,-0.059,0.407
SL,9/27/15,90.2,-3.18,6.35,"Arrieta, Jake",570256,453562,,called_strike,,,,,2,Gregory Polanco singles on a ground ball to left fielder Kyle Schwarber.,R,L,R,CHC,PIT,S,,,0,0,2015,0.55,0.37,-0.18,3.71,,,,0,7,Top,,,,,471083,,150927_205757,6.838,-131.165,-1.51,5.009,24.463,-27.883,3.88,1.86,,,,89.8,2519,6,415980,453562,471083,519203,516770,592178,608365,656941,451594,624585,50,,,,,,,,46,1,Slider,2,0,0,2,0,2,0,2,Standard,Standard,,0,-0.032
SI,9/27/15,97.1,-2.78,6.17,"Arrieta, Jake",150359,453562,field_out,hit_into_play,,,,,6,"A.J. Burnett grounds out, second baseman Starlin Castro to first baseman Anthony Rizzo.",R,R,R,CHC,PIT,X,4,ground_ball,2,2,2015,-1,0.92,0.31,2.52,,,,2,6,Top,145.34,159.57,,,471083,,150927_204620,11.407,-140.728,-6.815,-15.549,28.932,-18.857,3.68,1.57,,82.9,-21,96.9,2464,6.4,415980,453562,471083,519203,516770,592178,608365,656941,451594,624585,50,0.08,0.076,0,1,0,0,2,42,5,Sinker,2,0,0,2,0,2,0,2,Standard,Standard,,0.012,-0.081
SL,9/27/15,92.4,-2.88,6.07,"Arrieta, Jake",150359,453562,,ball,,,,,14,"A.J. Burnett grounds out, second baseman Starlin Castro to first baseman Anthony Rizzo.",R,R,R,CHC,PIT,B,,,1,2,2015,0.33,0.26,2.1,0.98,,,,2,6,Top,,,,,471083,,150927_204558,12.925,-133.794,-8.307,1.675,24.179,-27.804,3.72,1.7,,,,91.7,2574,6,415980,453562,471083,519203,516770,592178,608365,656941,451594,624585,50,,,,,,,,42,4,Slider,2,0,0,2,0,2,0,2,Standard,Standard,,0,0.014
SL,9/27/15,92.7,-2.79,6.19,"Arrieta, Jake",150359,453562,,swinging_strike,,,,,14,"A.J. Burnett grounds out, second baseman Starlin Castro to first baseman Anthony Rizzo.",R,R,R,CHC,PIT,S,,,1,1,2015,0.41,0.37,1.05,1.98,,,,2,6,Top,,,,,471083,,150927_204537,9.691,-134.654,-6.28,3.172,25.322,-26.646,3.68,1.57,,,,92,,5.9,415980,453562,471083,519203,516770,592178,608365,656941,451594,624585,50,,,,,,,,42,3,Slider,2,0,0,2,0,2,0,2,Standard,Standard,,0,-0.024
SI,9/27/15,96.7,-2.74,6.26,"Arrieta, Jake",150359,453562,,called_strike,,,,,5,"A.J. Burnett grounds out, second baseman Starlin Castro to first baseman Anthony Rizzo.",R,R,R,CHC,PIT,S,,,1,0,2015,-1.26,1.12,0.15,2.41,,,,2,6,Top,,,,,471083,,150927_204520,11.438,-140.116,-7.749,-19.021,32.582,-16.008,3.8,1.67,,,,96,2337,6.4,415980,453562,471083,519203,516770,592178,608365,656941,451594,624585,50,,,,,,,,42,2,Sinker,2,0,0,2,0,2,0,2,Standard,Strategic,,0,-0.021
SI,9/27/15,96.2,-2.73,6.29,"Arrieta, Jake",150359,453562,,ball,,,,,6,"A.J. Burnett grounds out, second baseman Starlin Castro to first baseman Anthony Rizzo.",R,R,R,CHC,PIT,B,,,0,0,2015,-1.14,1.11,0.82,3.01,,,,2,6,Top,,,,,471083,,150927_204503,12.95,-139.311,-6.027,-17.461,28.852,-16.785,3.86,1.7,,,,96,2323,6.5,415980,453562,471083,519203,516770,592178,608365,656941,451594,624585,50,,,,,,,,42,1,Sinker,2,0,0,2,0,2,0,2,Standard,Strategic,,0,0.014
SI,9/27/15,96.4,-3.09,6.18,"Arrieta, Jake",474568,453562,field_out,hit_into_play,,,,,11,"Jordy Mercer grounds out, third baseman Kris Bryant to first baseman Anthony Rizzo.",R,R,R,CHC,PIT,X,5,ground_ball,0,1,2015,-1.41,0.95,-1.16,3.29,,,,1,6,Top,102.66,173.29,,,471083,,150927_204422,9.04,-139.943,-4.567,-20.384,30.711,-19.083,3.5,1.68,17,61.6,-9,95.9,2313,6.3,415980,453562,471083,519203,516770,592178,608365,656941,451594,624585,50,0.093,0.112,0,1,0,0,2,41,2,Sinker,2,0,0,2,0,2,0,2,Standard,Standard,,0.021,-0.13
SL,9/27/15,92.3,-3.13,6.25,"Arrieta, Jake",474568,453562,,called_strike,,,,,3,"Jordy Mercer grounds out, third baseman Kris Bryant to first baseman Anthony Rizzo.",R,R,R,CHC,PIT,S,,,0,0,2015,0.43,0.28,0.51,3.06,,,,1,6,Top,,,,,471083,,150927_204404,9.044,-134.143,-3.201,3.513,24.794,-28.365,3.47,1.75,,,,91.6,2622,5.8,415980,453562,471083,519203,516770,592178,608365,656941,451594,624585,50,,,,,,,,41,1,Slider,2,0,0,2,0,2,0,2,Standard,Standard,,0,-0.025
SI,9/27/15,96.5,-2.83,6.22,"Arrieta, Jake",476883,453562,field_out,hit_into_play,,,,,4,Pedro Alvarez flies out to left fielder Kyle Schwarber.,R,L,R,CHC,PIT,X,7,fly_ball,2,1,2015,-1.03,0.91,-0.39,2.91,,,,0,6,Top,67.08,132.13,,,471083,,150927_204327,9.546,-140.093,-5.705,-15.431,29.627,-19.255,3.5,1.65,208,98.6,63,96,2411,6.2,415980,453562,471083,519203,516770,592178,608365,656941,451594,624585,50,0.013,0.012,0,1,0,0,3,40,4,Sinker,2,0,0,2,0,2,0,2,Strategic,Standard,,0.03,-0.263
